Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha_Detención;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 1;IMBABURA;IBARRA;VARIOS;17/11/2016;BOLETA;HOMBRE;35;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;19/11/2016;BOLETA;HOMBRE;32;ECUADOR
ZONA 1;CARCHI;ESPEJO;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 1;IMBABURA;ANTONIO ANTE;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;17/11/2016;BOLETA;HOMBRE;28;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 1;CARCHI;MONTUFAR;VARIOS;18/11/2016;BOLETA;HOMBRE;19;ECUADOR
ZONA 1;CARCHI;MONTUFAR;VARIOS;19/11/2016;BOLETA;HOMBRE;22;ECUADOR
ZONA 1;CARCHI;MONTUFAR;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 1;CARCHI;TULCAN;REBELION Y ATENTADO;18/11/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 1;IMBABURA;IBARRA;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;ROBO A INSTITUCIONES PUBLICAS;19/11/2016;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17/11/2016;BOLETA;HOMBRE;40;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;18/11/2016;BOLETA;HOMBRE;39;ECUADOR
ZONA 3;COTOPAXI;SAQUISILI;ASOCIACION ILICITA;18/11/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 8;DMG;SAMBORONDON;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;HERIDAS/LESIONES;17/11/2016;FLAGRANTE;MUJER;39;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;18/11/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 3;COTOPAXI;PUJILI;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;HERIDAS/LESIONES;17/11/2016;FLAGRANTE;MUJER;34;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18/11/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18/11/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 6;MORONA SANTIAGO;SUCUA;HERIDAS/LESIONES;19/11/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 3;COTOPAXI;SAN MIGUEL DE SALCEDO;REBELION Y ATENTADO;18/11/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 3;COTOPAXI;SAN MIGUEL DE SALCEDO;REBELION Y ATENTADO;18/11/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;19/11/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 3;COTOPAXI;SAN MIGUEL DE SALCEDO;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 3;CHIMBORAZO;GUAMOTE;HERIDAS/LESIONES;17/11/2016;FLAGRANTE;HOMBRE;57;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;18/11/2016;BOLETA;HOMBRE;59;ECUADOR
ZONA 5;SANTA ELENA;LA LIBERTAD;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLACION;17/11/2016;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;52;ECUADOR
ZONA 3;PASTAZA;PASTAZA;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;HERIDAS/LESIONES;19/11/2016;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;HURTO;19/11/2016;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;17/11/2016;BOLETA;HOMBRE;45;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;HURTO;19/11/2016;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 8;DMG;SAMBORONDON;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;18/11/2016;BOLETA;HOMBRE;30;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;17/11/2016;BOLETA;HOMBRE;32;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;HERIDAS/LESIONES;19/11/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;17/11/2016;BOLETA;HOMBRE;28;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;ASOCIACION ILICITA;19/11/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;19/11/2016;BOLETA;HOMBRE;20;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 6;AZUAY;PAUTE;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 7;EL ORO;MACHALA;TRATA DE PERSONAS;17/11/2016;FLAGRANTE;HOMBRE;61;ECUADOR
ZONA 5;GUAYAS;BALAO;VARIOS;18/11/2016;BOLETA;HOMBRE;55;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ROBO DOMICILIO;19/11/2016;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;17/11/2016;BOLETA;HOMBRE;50;ECUADOR
ZONA 5;LOS RIOS;VENTANAS;VARIOS;19/11/2016;BOLETA;HOMBRE;51;ECUADOR
ZONA 4;MANABI;OLMEDO;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;56;ECUADOR
ZONA 7;EL ORO;MACHALA;TRATA DE PERSONAS;17/11/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 7;EL ORO;EL GUABO;VARIOS;19/11/2016;BOLETA;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;17/11/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;PECULADO;17/11/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 7;EL ORO;EL GUABO;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 7;EL ORO;MACHALA;TRATA DE PERSONAS;17/11/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 7;EL ORO;PORTOVELO;VARIOS;19/11/2016;BOLETA;HOMBRE;38;ECUADOR
ZONA 7;EL ORO;PORTOVELO;HERIDAS/LESIONES;18/11/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;19/11/2016;BOLETA;HOMBRE;33;ECUADOR
ZONA 7;EL ORO;PIÑAS;HURTO;19/11/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;19/11/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;17/11/2016;FLAGRANTE;MUJER;31;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;OTROS ROBOS;18/11/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;18/11/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 7;EL ORO;PIÑAS;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 7;EL ORO;MACHALA;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 7;EL ORO;PASAJE;VARIOS;17/11/2016;BOLETA;HOMBRE;29;ECUADOR
ZONA 7;EL ORO;EL GUABO;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 5;GUAYAS;NARANJAL;VARIOS;18/11/2016;BOLETA;HOMBRE;27;ECUADOR
ZONA 7;EL ORO;EL GUABO;VARIOS;17/11/2016;BOLETA;HOMBRE;31;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;17/11/2016;BOLETA;HOMBRE;25;ECUADOR
ZONA 7;EL ORO;ZARUMA;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;REBELION Y ATENTADO;19/11/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 7;EL ORO;ZARUMA;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 7;EL ORO;PASAJE;ROBO A PERSONAS;19/11/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 7;EL ORO;SANTA ROSA;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;57;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;17/11/2016;FLAGRANTE;MUJER;55;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;ROBO A INSTITUCIONES PUBLICAS;19/11/2016;FLAGRANTE;HOMBRE;62;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;18/11/2016;BOLETA;HOMBRE;49;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;MUJER;48;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ASOCIACION ILICITA;19/11/2016;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;TENTATIVA DE ROBO;18/11/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17/11/2016;BOLETA;HOMBRE;44;ECUADOR
ZONA 4;MANABI;JARAMIJO;HERIDAS/LESIONES;18/11/2016;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;19/11/2016;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;17/11/2016;BOLETA;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;MUJER;47;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;19/11/2016;BOLETA;HOMBRE;41;ECUADOR
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;17/11/2016;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;TENTATIVA DE ROBO;17/11/2016;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;19/11/2016;BOLETA;HOMBRE;58;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 4;MANABI;MANTA;REBELION Y ATENTADO;19/11/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 1;ESMERALDAS;ELOY ALFARO;VARIOS;17/11/2016;FLAGRANTE;MUJER;30;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;17/11/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 7;EL ORO;MACHALA;HERIDAS/LESIONES;17/11/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;18/11/2016;BOLETA;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;18/11/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 6;AZUAY;CUENCA;RECEPTACION;19/11/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;INVASIONES/ALLANAMIENTO;17/11/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;ESTAFA;17/11/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 1;SUCUMBIOS;GONZALO PIZARRO;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;17/11/2016;FLAGRANTE;MUJER;16;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;17/11/2016;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 6;AZUAY;CUENCA;RECEPTACION;19/11/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;17/11/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;18/11/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;19/11/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;ASOCIACION ILICITA;18/11/2016;FLAGRANTE;MUJER;23;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;17/11/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;17/11/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;17/11/2016;FLAGRANTE;MUJER;14;ECUADOR
ZONA 6;CAÑAR;AZOGUES;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;74;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;17/11/2016;FLAGRANTE;HOMBRE;56;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;18/11/2016;BOLETA;HOMBRE;57;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;19/11/2016;BOLETA;HOMBRE;53;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;19/11/2016;FLAGRANTE;MUJER;50;ECUADOR
ZONA 5;GUAYAS;NARANJITO;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;52;ECUADOR
ZONA 5;GUAYAS;SALITRE;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;17/11/2016;FLAGRANTE;HOMBRE;62;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;17/11/2016;FLAGRANTE;HOMBRE;53;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;18/11/2016;FLAGRANTE;MUJER;49;ECUADOR
ZONA 5;GALAPAGOS;SANTA CRUZ;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;18/11/2016;BOLETA;HOMBRE;43;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VIOLACION;18/11/2016;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 8;DMG;SAMBORONDON;VARIOS;19/11/2016;BOLETA;HOMBRE;42;ECUADOR
ZONA 5;GUAYAS;MILAGRO;VARIOS;17/11/2016;BOLETA;HOMBRE;48;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;19/11/2016;BOLETA;HOMBRE;42;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;TENTATIVA DE ROBO;18/11/2016;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 5;LOS RIOS;VINCES;VARIOS;18/11/2016;FLAGRANTE;MUJER;43;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO DOMICILIO;18/11/2016;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;18/11/2016;BOLETA;HOMBRE;43;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;18/11/2016;BOLETA;HOMBRE;41;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;18/11/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18/11/2016;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;19/11/2016;BOLETA;HOMBRE;41;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;18/11/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;18/11/2016;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;19/11/2016;BOLETA;HOMBRE;42;ECUADOR
ZONA 1;CARCHI;TULCAN;ASOCIACION ILICITA;17/11/2016;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 8;DMG;GUAYAQUIL;FALSIFICACION;18/11/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;18/11/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 5;GUAYAS;DAULE;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17/11/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 4;MANABI;EL CARMEN;ASOCIACION ILICITA;19/11/2016;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;17/11/2016;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 5;SANTA ELENA;SANTA ELENA;VARIOS;17/11/2016;BOLETA;HOMBRE;41;ECUADOR
ZONA 5;LOS RIOS;MOCACHE;ROBO DOMICILIO;18/11/2016;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 8;DMG;DURAN;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;19/11/2016;BOLETA;HOMBRE;39;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;19/11/2016;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 5;GUAYAS;MILAGRO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;19/11/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 5;SANTA ELENA;LA LIBERTAD;VARIOS;19/11/2016;BOLETA;HOMBRE;41;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;17/11/2016;BOLETA;HOMBRE;38;ECUADOR
ZONA 5;LOS RIOS;BUENA FE;VARIOS;19/11/2016;BOLETA;HOMBRE;39;ECUADOR
ZONA 5;GUAYAS;NARANJAL;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;17/11/2016;BOLETA;MUJER;32;ECUADOR
ZONA 3;COTOPAXI;LA MANA;VARIOS;19/11/2016;BOLETA;HOMBRE;35;ECUADOR
ZONA 8;DMG;DURAN;VARIOS;17/11/2016;BOLETA;HOMBRE;37;ECUADOR
ZONA 5;SANTA ELENA;LA LIBERTAD;VARIOS;19/11/2016;BOLETA;HOMBRE;32;ECUADOR
ZONA 8;DMG;DURAN;HERIDAS/LESIONES;17/11/2016;FLAGRANTE;MUJER;27;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;19/11/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;18/11/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;17/11/2016;BOLETA;HOMBRE;36;ECUADOR
ZONA 8;DMG;DURAN;ASOCIACION ILICITA;18/11/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18/11/2016;BOLETA;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;17/11/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;VARIOS;19/11/2016;BOLETA;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;17/11/2016;BOLETA;HOMBRE;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;19/11/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;18/11/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 5;LOS RIOS;MOCACHE;VARIOS;17/11/2016;BOLETA;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;19/11/2016;BOLETA;HOMBRE;34;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;18/11/2016;BOLETA;HOMBRE;29;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;17/11/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;18/11/2016;BOLETA;HOMBRE;32;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;18/11/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 5;SANTA ELENA;SALINAS;HERIDAS/LESIONES;19/11/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;SANTA ELENA;SALINAS;HERIDAS/LESIONES;19/11/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;19/11/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 5;LOS RIOS;BABAHOYO;ROBO DOMICILIO;17/11/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;19/11/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 5;GUAYAS;PLAYAS;ROBO A PERSONAS;19/11/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;ASESINATO;18/11/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;17/11/2016;FLAGRANTE;MUJER;32;ECUADOR
