Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha_Detención;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 8;DMG;GUAYAQUIL;VIOLACION;3/1/2016;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 8;DMG;GUAYAQUIL;OTROS ROBOS;3/1/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;3/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;3/1/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;3/1/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;4/1/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;4/1/2016;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;4/1/2016;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;4/1/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;4/1/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;4/1/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;4/1/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;4/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;4/1/2016;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;4/1/2016;FLAGRANTE;HOMBRE;33;IRAN
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;4/1/2016;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;4/1/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;5/1/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;5/1/2016;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 8;DMG;GUAYAQUIL;OTROS ROBOS;5/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;OTROS ROBOS;5/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;1/1/2016;BOLETA;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;2/1/2016;BOLETA;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;5/1/2016;BOLETA;HOMBRE;51;COSTA RICA
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;4/1/2016;BOLETA;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/1/2016;BOLETA;HOMBRE;31;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ESTAFA;6/1/2016;BOLETA;HOMBRE;32;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;5/1/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 8;DMG;GUAYAQUIL;OTROS ROBOS;5/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/1/2016;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/1/2016;FLAGRANTE;HOMBRE;34;VENEZUELA
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/1/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;5/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/1/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 8;DMG;DURAN;TENTATIVA ASESINATO/HOMICIDIO;3/1/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;DURAN;HURTO;5/1/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 8;DMG;DURAN;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;2/1/2016;FLAGRANTE;MUJER;19;ECUADOR
ZONA 8;DMG;DURAN;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;2/1/2016;FLAGRANTE;MUJER;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;1/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;1/1/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;3/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA ASESINATO/HOMICIDIO;2/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA ASESINATO/HOMICIDIO;2/1/2016;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;5/1/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO DOMICILIO;5/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO DOMICILIO;5/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO DOMICILIO;5/1/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO DOMICILIO;5/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASESINATO;5/1/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASESINATO;6/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A INSTITUCIONES EDUCATIVAS;6/1/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO DOMICILIO;6/1/2016;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;6/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VIOLACION;6/1/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;6/1/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ACOSO SEXUAL;6/1/2016;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;6/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;6/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;INTIMIDACION/AMENAZA;6/1/2016;FLAGRANTE;HOMBRE;40;COLOMBIA
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;6/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;5/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;5/1/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;7/1/2016;BOLETA;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;7/1/2016;BOLETA;MUJER;50;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;7/1/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA ASESINATO/HOMICIDIO;7/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;FALSIFICACION;7/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;7/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;REBELION Y ATENTADO;7/1/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;7/1/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;7/1/2016;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;7/1/2016;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;7/1/2016;FLAGRANTE;MUJER;23;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;7/1/2016;FLAGRANTE;MUJER;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;7/1/2016;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;7/1/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA DE ROBO;7/1/2016;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;7/1/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;7/1/2016;FLAGRANTE;MUJER;38;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;66;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;7/1/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA ASESINATO/HOMICIDIO;7/1/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;7/1/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;7/1/2016;FLAGRANTE;HOMBRE;14;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA ASESINATO/HOMICIDIO;7/1/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;MUJER;59;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;1/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;2/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;4/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;5/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;6/1/2016;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;6/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;6/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;6/1/2016;FLAGRANTE;MUJER;14;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;6/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;6/1/2016;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;6/1/2016;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;7/1/2016;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;8/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;7/1/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;7/1/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A MOTOS;8/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/1/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;8/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/1/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;8/1/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;FALSIFICACION;8/1/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;8/1/2016;FLAGRANTE;HOMBRE;33;COLOMBIA
ZONA 8;DMG;GUAYAQUIL;VARIOS;8/1/2016;FLAGRANTE;MUJER;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/1/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;8/1/2016;FLAGRANTE;MUJER;31;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/1/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/1/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;9/1/2016;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;9/1/2016;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;9/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;REBELION Y ATENTADO;9/1/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;9/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;9/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;9/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;10/1/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;10/1/2016;FLAGRANTE;MUJER;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;10/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;10/1/2016;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;10/1/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;10/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;10/1/2016;FLAGRANTE;MUJER;32;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;10/1/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA DE ROBO;10/1/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;10/1/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;10/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;10/1/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;10/1/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;10/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;DURAN;ROBO A PERSONAS;10/1/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;DURAN;ROBO A PERSONAS;10/1/2016;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 8;DMG;DURAN;HERIDAS/LESIONES;10/1/2016;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;10/1/2016;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;10/1/2016;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;11/1/2016;BOLETA;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;11/1/2016;BOLETA;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;10/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A UNIDADES ECONOMICAS;11/1/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A UNIDADES ECONOMICAS;11/1/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A UNIDADES ECONOMICAS;11/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VIOLACION;11/1/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA DE ROBO;11/1/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA DE ROBO;11/1/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;11/1/2016;FLAGRANTE;HOMBRE;45;PERU
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;11/1/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;11/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA DE ROBO;11/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;11/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;11/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;11/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;11/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/1/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;9/1/2016;BOLETA;HOMBRE;39;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;12/1/2016;BOLETA;HOMBRE;62;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;12/1/2016;BOLETA;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;12/1/2016;BOLETA;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASESINATO;13/1/2016;BOLETA;HOMBRE;62;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;12/1/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;12/1/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;12/1/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;12/1/2016;FLAGRANTE;HOMBRE;60;ECUADOR
ZONA 8;DMG;GUAYAQUIL;EXTORSION;12/1/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 8;DMG;GUAYAQUIL;REBELION Y ATENTADO;12/1/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;REBELION Y ATENTADO;12/1/2016;FLAGRANTE;MUJER;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;12/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;12/1/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;12/1/2016;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;12/1/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;12/1/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ESTAFA;12/1/2016;BOLETA;MUJER;38;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;13/1/2016;BOLETA;MUJER;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;6/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;6/1/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;6/1/2016;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;13/1/2016;BOLETA;HOMBRE;52;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;14/1/2016;BOLETA;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;11/1/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;11/1/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;11/1/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;12/1/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;13/1/2016;FLAGRANTE;HOMBRE;19;ECUADOR
