Tipo Muert.,Zona,Subzona,Area del Hecho,Lugar,Fecha Infraccion,Tipo Arma,Presunta Motivacion Observacion,Sexo,Estado Civil,Nacionalidad,Instruccion
FEMICIDIO,ZONA 7,EL ORO,URBANO,CASA/VILLA,2017-01-07,SOGA,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2017-01-10,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 3,CHIMBORAZO,RURAL,CASA/VILLA,2017-01-10,CUERDA,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 5,LOS RIOS,URBANO,VIA PUBLICA,2017-01-10,REVOLVER            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 4,MANABI,RURAL,VIA PUBLICA,2017-01-09,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,SECUNDARIA
FEMICIDIO,ZONA 8,D.M. GUAYAQUIL,RURAL,TERRENO BALDIO,2017-01-10,PRENDA TEXTIL,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 2,PICHINCHA,RURAL,CASA/VILLA,2017-01-11,HIDROCARBUROS,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,NINGUNA
FEMICIDIO,ZONA 2,PICHINCHA,RURAL,CASA/VILLA,2017-01-11,HIDROCARBUROS,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,PRIMARIA
FEMICIDIO,ZONA 3,COTOPAXI,RURAL,FINCA,2017-01-10,MACHETE             ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2017-01-11,CUCHILLO            ,ROBO A DOMICILIOS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-01-11,REVOLVER            ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 1,ESMERALDAS,RURAL,FINCA,2017-01-11,,LITIGIO DE TIERRAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-01-12,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2017-01-12,PISTOLA             ,TRAFICO INTERNACIONAL DE DROGA,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2017-01-12,PISTOLA             ,TRAFICO INTERNACIONAL DE DROGA,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-01-12,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2017-01-13,OBJETO CONTUSO,RIÑAS,HOMBRE,SOLTERO,ECUADOR,SUPERIOR
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-01-13,REVOLVER            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
FEMICIDIO,ZONA 7,EL ORO,URBANO,CASA/VILLA,2017-01-13,CUCHILLO            ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,INTERIOR DE VEHICULO PARTICULAR,2017-01-13,PISTOLA             ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,SECUNDARIA
HOMICIDIO,ZONA 7,EL ORO,URBANO,VIA PUBLICA,2017-01-12,REVOLVER            ,ROBO A PERSONAS,HOMBRE,DIVORCIADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 1,IMBABURA,URBANO,CASA/VILLA,2017-01-14,CUCHILLO            ,MALTRATO,HOMBRE,CASADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2017-01-15,CUCHILLO            ,ROBO A DOMICILIOS,HOMBRE,CASADO,ECUADOR,SECUNDARIA
FEMICIDIO,ZONA 5,LOS RIOS,RURAL,CASA/VILLA,2017-01-15,MACHETE             ,MALTRATO,MUJER,CASADO,ECUADOR,BASICA
ASESINATO,ZONA 5,LOS RIOS,URBANO,DEPARTAMENTO EN CASA O EDIFICIO,2017-01-15,CUCHILLO            ,MALTRATO,HOMBRE,CASADO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2017-01-15,PRENDA TEXTIL,RIÑAS,MUJER,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 5,LOS RIOS,RURAL,VIA PUBLICA,2017-01-14,REVOLVER            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2017-01-16,CUCHILLO            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,RURAL,VIA PUBLICA,2017-01-17,CUCHILLO            ,ROBO DE CARROS,HOMBRE,SOLTERO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 7,EL ORO,RURAL,TERRENO BALDIO,2017-01-18,ESCOPETA            ,RIÑAS,HOMBRE,CASADO,ECUADOR,PRIMARIA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2017-01-18,PISTOLA             ,SENTIMENTAL,HOMBRE,CASADO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2017-01-18,PISTOLA             ,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,SECUNDARIA
FEMICIDIO,ZONA 3,COTOPAXI,RURAL,VIA PUBLICA,2017-01-18,REVOLVER            ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,SUPERIOR
FEMICIDIO,ZONA 5,BOLIVAR,RURAL,VIA PUBLICA,2017-01-18,PISTOLA             ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,SUPERIOR
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,QUEBRADAS,2017-01-16,PICA HIELO,EMOCIONAL,MUJER,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 7,EL ORO,URBANO,CUARTOS EN CASA DE INQUILINATO,2017-01-19,PISTOLA             ,SENTIMENTAL,HOMBRE,EN UNION DE HECHO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-01-20,REVOLVER            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 6,AZUAY,URBANO,VIA PUBLICA,2017-01-12,OBJETO CONTUSO,ROBO A PERSONAS,MUJER,CASADO,ECUADOR,PRIMARIA
ASESINATO,ZONA 4,MANABI,RURAL,VIA PUBLICA,2017-01-15,PISTOLA             ,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 5,LOS RIOS,URBANO,VIA PUBLICA,2017-01-21,OTRO,ROBO A PERSONAS,HOMBRE,DIVORCIADO,ECUADOR,SUPERIOR
ASESINATO,ZONA 7,EL ORO,RURAL,TERRENO BALDIO,2017-01-22,REVOLVER            ,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,SECUNDARIA
HOMICIDIO,ZONA 3,COTOPAXI,RURAL,VIA PUBLICA,2017-01-22,CORTO PUNZANTE,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 2,ORELLANA,RURAL,CASA/VILLA,2017-01-22,MACHETE             ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,PRIMARIA
FEMICIDIO,ZONA 2,ORELLANA,RURAL,CASA/VILLA,2017-01-22,MACHETE             ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-01-22,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 7,EL ORO,RURAL,CASA/VILLA,2017-01-22,CUCHILLO            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 5,LOS RIOS,RURAL,CASA/VILLA,2017-01-22,CUCHILLO            ,ROBO A DOMICILIOS,MUJER,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 6,MORONA SANTIAGO,RURAL,CASA/VILLA,2017-01-23,CARTUCHERA          ,LITIGIO DE TIERRAS,HOMBRE,CASADO,ECUADOR,BASICA
HOMICIDIO,ZONA 5,LOS RIOS,RURAL,CANCHAS DE USO MULTIPLE,2017-01-21,ROCA,RIÑAS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,GUAYAS,URBANO,CASA/VILLA,2017-01-24,CABLE,ROBO A DOMICILIOS,MUJER,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,GUAYAS,RURAL,VIA PUBLICA,2017-01-22,NINGUNA,ACTOS DE ODIO,MUJER,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-01-24,REVOLVER            ,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,SANTA ELENA,URBANO,VIA PUBLICA,2017-01-24,REVOLVER            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 5,SANTA ELENA,URBANO,VIA PUBLICA,2017-01-24,REVOLVER            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 5,GUAYAS,RURAL,RIO,2017-01-25,CUCHILLO            ,ROBO DE CARROS,HOMBRE,SOLTERO,ECUADOR,INICIAL
ASESINATO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2017-01-25,PISTOLA             ,TRAFICO INTERNACIONAL DE DROGA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,LOS RIOS,URBANO,TERRENO BALDIO,2017-01-22,CORTO PUNZANTE,EMOCIONAL,HOMBRE,CASADO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 4,MANABI,RURAL,VIA PUBLICA,2017-01-25,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2017-01-27,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,LOS RIOS,URBANO,TRANSPORTE PRIVADO,2017-01-26,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2017-01-28,CUCHILLO            ,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,BASICA
ASESINATO,ZONA 2,PICHINCHA,URBANO,OTROS CENTROS DE DIVERSIÓN,2017-01-28,PISTOLA             ,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,BASICA
FEMICIDIO,ZONA 6,AZUAY,RURAL,CASA/VILLA,2017-01-28,NINGUNA,MALTRATO,MUJER,SOLTERO,OTROS,SUPERIOR
ASESINATO,ZONA 5,LOS RIOS,RURAL,NIGHT CLUBS,2017-01-29,REVOLVER            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,BASICA
FEMICIDIO,ZONA 1,IMBABURA,URBANO,CASA/VILLA,2017-01-29,CUCHILLO            ,SENTIMENTAL,MUJER,CASADO,ECUADOR,PRIMARIA
HOMICIDIO,ZONA 4,MANABI,RURAL,CASA/VILLA,2017-01-29,CUCHILLO            ,RIÑAS,HOMBRE,CASADO,ECUADOR,BASICA
ASESINATO,ZONA 4,MANABI,RURAL,FINCA,2017-01-29,REVOLVER            ,EMOCIONAL,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 7,EL ORO,URBANO,CENTROS DE REHABILITACION SOCIAL,2017-01-31,MARTILLO,EVASION DE LA JUSTICIA,HOMBRE,VIUDO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,GUAYAS,URBANO,VIA PUBLICA,2017-01-31,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,OTROS LOCALES COMERCIALES,2017-02-01,CUCHILLO            ,ROBO A UNIDADES ECONÓMICAS,MUJER,CASADO,ECUADOR,PRIMARIA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-02-02,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-02-02,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,EN UNION DE HECHO,NO DETERMINADO,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-02-02,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,CASADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 1,ESMERALDAS,URBANO,VIA PUBLICA,2017-02-03,OTRO,RIÑAS,HOMBRE,SOLTERO,COLOMBIA,
ASESINATO,ZONA 6,CAÑAR,URBANO,CASA/VILLA,2017-02-03,CUCHILLO            ,ROBO A DOMICILIOS,HOMBRE,DIVORCIADO,ECUADOR,BASICA
FEMICIDIO,ZONA 4,MANABI,RURAL,VIA PUBLICA,2017-02-03,CUCHILLO            ,LITIGIO DE BIENES,MUJER,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 7,EL ORO,RURAL,VIA PUBLICA,2017-02-04,SUBAMETRALLADORA    ,EMOCIONAL,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-02-04,REVOLVER            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,GUAYAS,RURAL,VIA PUBLICA,2017-02-03,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 6,MORONA SANTIAGO,URBANO,CASA/VILLA,2017-02-06,CUCHILLO            ,EMOCIONAL,MUJER,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 6,AZUAY,RURAL,CASA/VILLA,2017-01-29,OBJETO CONTUSO,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-02-06,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 7,EL ORO,RURAL,VIA PUBLICA,2017-02-06,PISTOLA             ,ROBO A PERSONAS,MUJER,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,LOS RIOS,RURAL,HACIENDAS,2017-02-04,CUCHILLO            ,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 4,MANABI,URBANO,CASA/VILLA,2017-02-07,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,INICIAL
ASESINATO,ZONA 5,LOS RIOS,RURAL,CASA/VILLA,2017-02-05,MACHETE             ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 5,LOS RIOS,RURAL,CASA/VILLA,2017-02-05,MACHETE             ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 1,ESMERALDAS,URBANO,VIA PUBLICA,2017-02-07,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,LOS RIOS,URBANO,VIA PUBLICA,2017-02-06,PISTOLA             ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 7,EL ORO,URBANO,VIA PUBLICA,2017-02-08,PISTOLA             ,EMOCIONAL,HOMBRE,DIVORCIADO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-02-10,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 2,NAPO,RURAL,CASA/VILLA,2017-02-09,OTRO,EMOCIONAL,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 3,TUNGURAHUA,URBANO,HOSTALES,2017-02-10,AGROQUIMICO,TRANSTORNOS MENTALES,MUJER,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 5,GUAYAS,RURAL,VIA PUBLICA,2017-02-12,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,INICIAL
ASESINATO,ZONA 4,MANABI,URBANO,MERCADOS,2017-02-11,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
FEMICIDIO,ZONA 5,SANTA ELENA,URBANO,CASA/VILLA,2017-02-12,CUCHILLO            ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2017-02-12,CUCHILLO            ,ROBO A DOMICILIOS,MUJER,DIVORCIADO,ECUADOR,BASICA
ASESINATO,ZONA 1,SUCUMBIOS,RURAL,VIA PUBLICA,2017-02-12,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
FEMICIDIO,ZONA 5,LOS RIOS,RURAL,CASA/VILLA,2017-02-12,NINGUNA,MALTRATO,MUJER,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 1,ESMERALDAS,URBANO,CASA/VILLA,2017-02-12,PISTOLA             ,DEUDAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 5,GUAYAS,RURAL,VIA PUBLICA,2017-02-10,OTRO,AMENAZA,HOMBRE,CASADO,ECUADOR,SECUNDARIA
FEMICIDIO,ZONA 5,GUAYAS,RURAL,CASA/VILLA,2017-02-12,CORTO PUNZANTE,MALTRATO,MUJER,SOLTERO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 5,GUAYAS,RURAL,FINCA,2017-02-11,NINGUNA,VIOLACION SEXUAL (DESCONOCIDO),MUJER,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 6,AZUAY,URBANO,TERRENO BALDIO,2017-02-12,MARTILLO,RIÑAS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 6,AZUAY,RURAL,TERRENO BALDIO,2017-02-13,CARTUCHERA          ,LITIGIO DE BIENES,HOMBRE,CASADO,ECUADOR,ELEMENTAL
ASESINATO,ZONA 1,SUCUMBIOS,RURAL,CASA/VILLA,2017-02-13,ESCOPETA            ,ACTOS DE ODIO,HOMBRE,VIUDO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,BOLIVAR,RURAL,VIA PUBLICA,2017-02-12,CORTO PUNZANTE,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 4,MANABI,URBANO,TERRENO BALDIO,2017-02-12,OBJETO CONTUSO,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,GUAYAS,URBANO,CASA/VILLA,2017-02-14,PISTOLA             ,AMENAZA,MUJER,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2017-02-14,VENENO,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 1,SUCUMBIOS,RURAL,VIA PUBLICA,2017-02-15,ESCOPETA            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 1,SUCUMBIOS,URBANO,CENTROS DE REHABILITACION SOCIAL,2017-02-13,OTRO,VIOLACION SEXUAL (DESCONOCIDO),HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 2,ORELLANA,RURAL,VIA PUBLICA,2017-02-14,CORTO PUNZANTE,AMENAZA,HOMBRE,SOLTERO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 4,MANABI,URBANO,CASA/VILLA,2017-02-15,NINGUNA,ROBO A DOMICILIOS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
FEMICIDIO,ZONA 3,CHIMBORAZO,URBANO,CASA/VILLA,2017-02-16,NINGUNA,SENTIMENTAL,MUJER,CASADO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 4,MANABI,RURAL,HACIENDAS,2017-02-16,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 4,MANABI,RURAL,VIA PUBLICA,2017-02-16,REVOLVER            ,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,LOS RIOS,URBANO,VIA PUBLICA,2017-02-18,REVOLVER            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2017-02-18,PISTOLA             ,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,SUPERIOR
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2017-02-19,CUCHILLO            ,EMOCIONAL,HOMBRE,SOLTERO,COLOMBIA,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-02-18,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2017-02-18,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 1,ESMERALDAS,RURAL,CASA/VILLA,2017-02-18,PISTOLA             ,ACTOS DE ODIO,MUJER,SOLTERO,ECUADOR,INICIAL
FEMICIDIO,ZONA 5,LOS RIOS,URBANO,CASA/VILLA,2017-02-19,MACHETE             ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BASICA
