Tipo Muert.,Zona,Subzona,Area del Hecho,Lugar,Fecha Infraccion,Tipo Arma,Presunta Motivacion Observacion,Sexo,Estado Civil,Nacionalidad,Instruccion
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-01-09,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,RURAL,HOSPITALES,2018-01-10,OBJETO CONTUSO,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 1,ESMERALDAS,RURAL,CASA/VILLA,2018-01-12,PISTOLA             ,AMENAZA,MUJER,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2018-01-13,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,GUAYAS,URBANO,"TIENDAS, MICROMERCADO, ABARROTES",2018-01-13,,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 5,GUAYAS,RURAL,RIO,2018-01-12,NINGUNA,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 6,AZUAY,RURAL,OTROS LOCALES COMERCIALES,2018-01-14,,AMENAZA,MUJER,DIVORCIADO,ECUADOR,PRIMARIA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2018-01-14,NINGUNA,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-01-14,,AMENAZA,HOMBRE,CASADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,GUAYAS,URBANO,VIA PUBLICA,2018-01-15,,AMENAZA,HOMBRE,CASADO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-01-13,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 5,GUAYAS,RURAL,VIA PUBLICA,2018-01-17,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
FEMICIDIO,ZONA 1,ESMERALDAS,RURAL,CASA/VILLA,2018-01-18,REVOLVER            ,SENTIMENTAL,MUJER,DIVORCIADO,ECUADOR,
ASESINATO,ZONA 3,COTOPAXI,URBANO,VIA PUBLICA,2018-01-18,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,TERRENO BALDIO,2018-01-20,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-01-20,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA NO DELIMITADA,ZONA NO DELIMITADA,RURAL,MAR,2018-01-18,,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 4,MANABI,RURAL,FINCA,2018-01-19,CARTUCHERA          ,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 1,ESMERALDAS,RURAL,FINCA,2018-01-20,PISTOLA             ,ACTOS DE ODIO,HOMBRE,CASADO,ECUADOR,
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2018-01-20,CUCHILLO            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,
FEMICIDIO,ZONA 3,TUNGURAHUA,URBANO,CENTROS DE REHABILITACION SOCIAL,2018-01-20,,EMOCIONAL,MUJER,CASADO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-01-21,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 1,ESMERALDAS,RURAL,FINCA,2018-01-18,ESCOPETA            ,RIÑAS,HOMBRE,EN UNION DE HECHO,ECUADOR,
ASESINATO,ZONA 4,MANABI,RURAL,VIA PUBLICA,2018-01-23,,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-01-25,,AMENAZA,MUJER,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-01-26,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,TRANSPORTE PRIVADO,2018-01-26,,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,TRANSPORTE PRIVADO,2018-01-26,,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 1,CARCHI,RURAL,OTROS CENTROS DE DIVERSIÓN,2018-01-27,,RIÑAS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 3,COTOPAXI,RURAL,CENTROS DE REHABILITACION SOCIAL,2018-01-27,CORTO PUNZANTE,DEFENSA PROPIA,HOMBRE,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2018-01-27,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 2,PICHINCHA,URBANO,VIA PUBLICA,2018-01-28,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-01-27,,ROBO A PERSONAS,HOMBRE,DIVORCIADO,ECUADOR,
ASESINATO,ZONA 7,EL ORO,URBANO,VIA PUBLICA,2018-01-27,PISTOLA             ,RIÑAS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2018-01-28,CORTO PUNZANTE,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,URBANO,VIA PUBLICA,2018-01-28,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,GUAYAS,RURAL,DISCOTECAS,2018-01-28,NAVAJA,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 1,SUCUMBIOS,URBANO,CASA/VILLA,2018-01-28,CUCHILLO            ,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,
FEMICIDIO,ZONA 6,MORONA SANTIAGO,URBANO,CASA/VILLA,2018-01-29,,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,
FEMICIDIO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2018-01-29,CUCHILLO            ,EMOCIONAL,MUJER,SOLTERO,ECUADOR,
ASESINATO,ZONA 2,ORELLANA,RURAL,CASA/VILLA,2018-01-29,,ROBO A DOMICILIOS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 4,MANABI,RURAL,FINCA,2018-01-29,,ABIGEATO,HOMBRE,CASADO,ECUADOR,
HOMICIDIO,ZONA 5,LOS RIOS,URBANO,RIO,2018-01-30,MACHETE             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 6,AZUAY,URBANO,TERRENO BALDIO,2018-01-30,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 7,EL ORO,URBANO,VIA PUBLICA,2018-01-31,PISTOLA             ,EMOCIONAL,HOMBRE,SOLTERO,COLOMBIA,
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2018-01-31,OTRO,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2018-01-31,,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 7,EL ORO,RURAL,MAR,2018-01-28,PISTOLA             ,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 3,PASTAZA,URBANO,PARQUES Y PLAZAS,2018-02-01,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2018-02-02,NINGUNA,MALTRATO,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 2,ORELLANA,RURAL,CASA/VILLA,2018-02-01,,ACTOS DE ODIO,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 7,EL ORO,URBANO,CANCHAS DE USO MULTIPLE,2018-02-03,PISTOLA             ,EMOCIONAL,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2018-02-04,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 1,ESMERALDAS,RURAL,FINCA,2018-02-03,ESCOPETA            ,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 4,MANABI,RURAL,CASA/VILLA,2018-02-03,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2018-02-03,OBJETO CONTUSO,ROBO A DOMICILIOS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2018-02-04,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 3,CHIMBORAZO,URBANO,VIA PUBLICA,2018-02-06,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2018-02-05,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2018-02-06,NINGUNA,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 6,MORONA SANTIAGO,URBANO,VIA PUBLICA,2018-02-06,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 1,ESMERALDAS,RURAL,VIA PUBLICA,2018-02-08,ESCOPETA            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
FEMICIDIO,ZONA 1,SUCUMBIOS,RURAL,CASA/VILLA,2018-02-08,CARTUCHERA          ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,BOLIVAR,RURAL,CASA/VILLA,2018-02-08,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,URBANO,VIA PUBLICA,2018-02-09,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2018-02-10,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2018-02-10,CORTO PUNZANTE,RIÑAS,MUJER,SOLTERO,ECUADOR,BACHILLERATO
HOMICIDIO,ZONA 3,TUNGURAHUA,URBANO,DISCOTECAS,2018-02-10,CUCHILLO            ,RIÑAS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-02-10,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-02-10,,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 7,EL ORO,URBANO,VIA PUBLICA,2018-02-10,REVOLVER            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 5,LOS RIOS,RURAL,FINCA,2018-02-10,,RIÑAS,HOMBRE,EN UNION DE HECHO,ECUADOR,
ASESINATO,ZONA 4,MANABI,URBANO,RESTAURANTE,2018-02-11,,AMENAZA,HOMBRE,CASADO,ECUADOR,BASICA
HOMICIDIO,ZONA 3,PASTAZA,URBANO,VIA PUBLICA,2018-02-11,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
FEMICIDIO,ZONA 1,ESMERALDAS,URBANO,CASA/VILLA,2018-02-09,ROCA,MALTRATO,MUJER,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,LOS RIOS,URBANO,CASA/VILLA,2018-02-09,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 1,ESMERALDAS,RURAL,CASA/VILLA,2018-02-09,PRENDA TEXTIL,ROBO A DOMICILIOS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,RURAL,VIA PUBLICA,2018-02-11,,AMENAZA,HOMBRE,EN UNION DE HECHO,ECUADOR,
ASESINATO,ZONA 5,LOS RIOS,URBANO,VIA PUBLICA,2018-02-10,OTRO,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 3,CHIMBORAZO,RURAL,VIA PUBLICA,2018-02-11,,ROBO DE CARROS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,SANTA ELENA,RURAL,VIA PUBLICA,2018-02-12,ROCA,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 1,ESMERALDAS,RURAL,FINCA,2018-02-11,MACHETE             ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 1,ESMERALDAS,URBANO,VIA PUBLICA,2018-02-12,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2018-02-11,REVOLVER            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,RURAL,CASA/VILLA,2018-02-12,,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 7,EL ORO,URBANO,CASA/VILLA,2018-02-11,CARTUCHERA          ,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,
HOMICIDIO,ZONA 1,IMBABURA,URBANO,QUEBRADAS,2018-02-11,NINGUNA,LINCHAMIENTO,HOMBRE,CASADO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,URBANO,CASA/VILLA,2018-02-11,NINGUNA,MALTRATO,MUJER,SOLTERO,ECUADOR,
FEMICIDIO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2018-02-13,,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,GUAYAS,RURAL,INDUSTRIAS,2018-02-14,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,GUAYAS,URBANO,COOPERATIVA DE TRANSPORTES,2018-02-11,,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2018-02-11,OBJETO CONTUSO,MALTRATO,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
FEMICIDIO,ZONA 6,AZUAY,RURAL,CASA/VILLA,2018-02-15,,SENTIMENTAL,MUJER,CASADO,ECUADOR,
HOMICIDIO,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,RURAL,CASA/VILLA,2018-02-14,NINGUNA,EMOCIONAL,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 7,EL ORO,URBANO,TERRENO BALDIO,2018-02-15,REVOLVER            ,EMOCIONAL,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CENTROS DE REHABILITACION SOCIAL,2018-02-15,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 1,CARCHI,URBANO,CASA/VILLA,2018-02-16,,ACTOS DE ODIO,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,URBANO,CASA/VILLA,2018-02-16,,AMENAZA,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,URBANO,VIA PUBLICA,2018-02-16,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,GUAYAS,RURAL,VIA PUBLICA,2018-02-16,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 9,D.M. QUITO,URBANO,QUEBRADAS,2018-02-17,NINGUNA,MALTRATO,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 4,MANABI,URBANO,CASA/VILLA,2018-02-16,,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 3,CHIMBORAZO,URBANO,VIA PUBLICA,2018-02-17,CUCHILLO            ,RIÑAS,HOMBRE,CASADO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2018-02-17,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-02-18,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,URBANO,FINCA,2018-02-12,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,LOS RIOS,RURAL,ESTADIOS,2018-02-17,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 1,ESMERALDAS,RURAL,CASA/VILLA,2018-02-18,MACHETE             ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 1,ESMERALDAS,RURAL,CASA/VILLA,2018-02-18,MACHETE             ,RIÑAS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 4,MANABI,RURAL,VIA PUBLICA,2018-02-19,,RIÑAS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 5,GUAYAS,RURAL,CASA/VILLA,2018-02-17,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 3,PASTAZA,URBANO,HOSPITALES,2018-02-10,MACHETE             ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-02-19,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-02-20,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 7,EL ORO,URBANO,VIA PUBLICA,2018-02-20,PISTOLA             ,EMOCIONAL,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 5,BOLIVAR,URBANO,CASA/VILLA,2018-02-20,,ROBO A DOMICILIOS,HOMBRE,CASADO,ECUADOR,
FEMICIDIO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2018-02-21,SOGA,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,RURAL,VIA PUBLICA,2018-02-23,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2018-02-24,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 6,AZUAY,URBANO,VIA PUBLICA,2018-02-24,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,SANTA ELENA,URBANO,VIA PUBLICA,2018-02-23,PISTOLA             ,RIÑAS,HOMBRE,CASADO,ECUADOR,
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2018-02-25,CUCHILLO            ,RIÑAS,HOMBRE,CASADO,ECUADOR,BASICA
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2018-02-25,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
FEMICIDIO,ZONA 3,CHIMBORAZO,RURAL,TERRENO BALDIO,2018-02-25,,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-02-25,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,BOLIVAR,URBANO,VIA PUBLICA,2018-02-25,,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 6,AZUAY,URBANO,VIA PUBLICA,2018-02-25,,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 5,LOS RIOS,RURAL,VIA PUBLICA,2018-02-26,,LITIGIO DE TIERRAS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 1,ESMERALDAS,URBANO,VIA PUBLICA,2018-02-27,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2018-03-01,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2018-03-01,,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2018-03-02,,ACTOS DE ODIO,HOMBRE,DIVORCIADO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2018-03-02,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2018-03-03,PISTOLA             ,AMENAZA,MUJER,CASADO,COLOMBIA,
ASESINATO,ZONA 5,LOS RIOS,URBANO,CASA/VILLA,2018-03-04,,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 4,MANABI,URBANO,CASA/VILLA,2018-02-27,CINTA DE EMBALAJE,ROBO A DOMICILIOS,HOMBRE,SOLTERO,JAPON,
HOMICIDIO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2018-03-04,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
FEMICIDIO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2018-03-04,,EMOCIONAL,MUJER,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,GUAYAS,URBANO,VIA PUBLICA,2018-03-04,,AMENAZA,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 1,SUCUMBIOS,RURAL,COLISEOS,2018-03-04,CARTUCHERA          ,ACTOS DE ODIO,HOMBRE,CASADO,ECUADOR,SUPERIOR
ASESINATO,ZONA 4,MANABI,URBANO,VIA PUBLICA,2018-03-04,,ROBO DE CARROS,HOMBRE,CASADO,ECUADOR,
ASESINATO,ZONA 5,LOS RIOS,RURAL,FINCA,2018-03-04,,ROBO A DOMICILIOS,HOMBRE,SOLTERO,ECUADOR,
