Zona,Subzona,Canton,Presunta_Subinfraccion,Fecha_Detencion,Flagrante/Boleta,Sexo,Edad,Nacionalidad
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-13,SI,HOMBRE,53,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-13,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-13,SI,HOMBRE,36,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-13,SI,HOMBRE,34,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-13,SI,HOMBRE,19,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-13,SI,MUJER,30,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-13,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-13,SI,HOMBRE,21,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-13,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-13,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-13,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-13,SI,HOMBRE,17,ECUADOR
ZONA 9,DMQ,QUITO,TENTATIVA DE ROBO,2016-01-13,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,TENTATIVA DE ROBO,2016-01-13,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-14,SI,HOMBRE,23,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-14,SI,HOMBRE,21,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-14,SI,HOMBRE,24,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-14,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-14,SI,MUJER,30,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-14,NO,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-14,SI,HOMBRE,37,COLOMBIA
ZONA 9,DMQ,QUITO,FALSIFICACION,2016-01-14,SI,HOMBRE,31,ECUADOR
ZONA 9,DMQ,QUITO,HOMICIDIO,2016-01-14,SI,HOMBRE,49,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-14,SI,HOMBRE,32,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-14,SI,HOMBRE,58,COLOMBIA
ZONA 9,DMQ,QUITO,HURTO,2016-01-14,SI,MUJER,29,COLOMBIA
ZONA 9,DMQ,QUITO,HURTO,2016-01-14,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-14,NO,HOMBRE,27,ECUADOR
ZONA 9,DMQ,QUITO,VIOLACION,2016-01-14,SI,HOMBRE,55,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-14,SI,HOMBRE,30,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-14,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-14,SI,HOMBRE,24,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-14,SI,HOMBRE,19,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-14,SI,HOMBRE,42,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-14,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-14,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-14,SI,MUJER,25,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-14,SI,HOMBRE,31,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-15,SI,HOMBRE,23,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-15,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-15,SI,HOMBRE,50,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-15,SI,HOMBRE,34,ECUADOR
ZONA 9,DMQ,QUITO,EXTORSION,2016-01-15,SI,MUJER,37,COLOMBIA
ZONA 9,DMQ,QUITO,HURTO,2016-01-15,SI,HOMBRE,24,VENEZUELA
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-15,SI,HOMBRE,72,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-15,SI,HOMBRE,71,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-15,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-15,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-15,SI,HOMBRE,42,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-15,SI,MUJER,22,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-15,SI,HOMBRE,65,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-15,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-15,SI,HOMBRE,27,COLOMBIA
ZONA 9,DMQ,QUITO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-01-15,SI,HOMBRE,31,ECUADOR
ZONA 9,DMQ,QUITO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-01-15,SI,HOMBRE,36,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-16,SI,HOMBRE,26,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-16,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-01-16,SI,HOMBRE,36,ECUADOR
ZONA 9,DMQ,QUITO,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-01-16,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-16,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-16,SI,HOMBRE,27,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-16,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-16,SI,HOMBRE,27,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-16,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-16,SI,HOMBRE,21,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-16,SI,MUJER,47,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A ESTABLECIMIENTOS DE COLECTIVOS U ORGANIZACIONES SOCIALES ,2016-01-16,SI,MUJER,29,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-16,SI,HOMBRE,24,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-16,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,TENTATIVA DE ROBO,2016-01-16,SI,HOMBRE,27,ECUADOR
ZONA 9,DMQ,QUITO,TENTATIVA DE ROBO,2016-01-16,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,HOMICIDIO,2016-01-16,SI,HOMBRE,27,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-16,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-01-16,SI,HOMBRE,19,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-16,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-16,SI,HOMBRE,23,COLOMBIA
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-16,SI,HOMBRE,20,COLOMBIA
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-16,SI,HOMBRE,31,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-16,SI,HOMBRE,24,ECUADOR
ZONA 9,DMQ,QUITO,ESTAFA,2016-01-16,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-16,SI,HOMBRE,29,COLOMBIA
ZONA 9,DMQ,QUITO,TRAFICO/TENENCIA DE MONEDA FALSA,2016-01-16,SI,HOMBRE,37,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-16,SI,HOMBRE,28,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-16,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-16,SI,HOMBRE,42,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-16,SI,HOMBRE,40,ECUADOR
ZONA 9,DMQ,QUITO,FALSIFICACION,2016-01-16,SI,HOMBRE,19,ECUADOR
ZONA 9,DMQ,QUITO,FALSIFICACION,2016-01-16,SI,HOMBRE,39,ECUADOR
ZONA 9,DMQ,QUITO,FALSIFICACION,2016-01-16,SI,HOMBRE,34,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-17,SI,HOMBRE,30,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-17,SI,HOMBRE,21,ECUADOR
ZONA 9,DMQ,QUITO,ACOSO SEXUAL,2016-01-17,SI,HOMBRE,36,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-17,SI,HOMBRE,36,ECUADOR
ZONA 9,DMQ,QUITO,ROBO DOMICILIO,2016-01-17,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-17,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-17,SI,HOMBRE,38,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-17,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-17,SI,HOMBRE,31,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-17,SI,MUJER,30,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-17,SI,HOMBRE,57,COLOMBIA
ZONA 9,DMQ,QUITO,HURTO,2016-01-17,SI,MUJER,35,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-17,SI,MUJER,30,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-17,SI,MUJER,24,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-17,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,DELITO ADUANERO,2016-01-17,SI,HOMBRE,39,ECUADOR
ZONA 9,DMQ,QUITO,DELITO ADUANERO,2016-01-17,SI,HOMBRE,38,ECUADOR
ZONA 9,DMQ,QUITO,HOMICIDIO,2016-01-17,SI,MUJER,30,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-18,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-18,SI,HOMBRE,26,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-18,NO,HOMBRE,51,ECUADOR
ZONA 9,DMQ,QUITO,TENTATIVA DE ROBO,2016-01-18,SI,HOMBRE,50,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-18,NO,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-18,SI,HOMBRE,19,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-18,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-18,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-18,SI,HOMBRE,30,ECUADOR
ZONA 9,DMQ,QUITO,ESTAFA,2016-01-18,SI,MUJER,39,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-18,SI,MUJER,41,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-18,SI,HOMBRE,51,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-18,SI,HOMBRE,28,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-18,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-01-18,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-01-18,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-01-18,SI,HOMBRE,24,ECUADOR
ZONA 9,DMQ,QUITO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-01-18,SI,HOMBRE,37,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-18,NO,HOMBRE,48,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-19,SI,HOMBRE,30,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-19,SI,HOMBRE,48,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-19,SI,HOMBRE,48,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-19,SI,HOMBRE,31,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-19,SI,HOMBRE,34,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-19,NO,MUJER,33,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A ENTIDADES FINANCIERAS,2016-01-19,SI,HOMBRE,21,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-19,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-19,SI,HOMBRE,29,ECUADOR
ZONA 9,DMQ,QUITO,INTIMIDACION/AMENAZA,2016-01-19,SI,HOMBRE,21,COLOMBIA
ZONA 9,DMQ,QUITO,INTIMIDACION/AMENAZA,2016-01-19,SI,HOMBRE,23,COLOMBIA
ZONA 9,DMQ,QUITO,INTIMIDACION/AMENAZA,2016-01-19,SI,HOMBRE,25,COLOMBIA
ZONA 9,DMQ,QUITO,INTIMIDACION/AMENAZA,2016-01-19,SI,HOMBRE,22,COLOMBIA
ZONA 9,DMQ,QUITO,TRAFICO/TENENCIA DE MONEDA FALSA,2016-01-19,SI,MUJER,21,ECUADOR
ZONA 9,DMQ,QUITO,TRAFICO/TENENCIA DE MONEDA FALSA,2016-01-19,SI,MUJER,20,ECUADOR
ZONA 9,DMQ,QUITO,ABUSO DE CONFIANZA,2016-01-19,NO,MUJER,31,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-19,SI,HOMBRE,19,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-19,SI,HOMBRE,34,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-19,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-19,SI,HOMBRE,47,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-19,SI,MUJER,39,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-19,SI,MUJER,33,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-19,SI,HOMBRE,23,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-19,SI,HOMBRE,19,ECUADOR
ZONA 9,DMQ,QUITO,VIOLACION,2016-01-19,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,DELITO ENERGETICO,2016-01-20,SI,HOMBRE,57,ECUADOR
ZONA 9,DMQ,QUITO,DELITO ENERGETICO,2016-01-20,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-20,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,USURPACION FUNCIONES/SUPLANTACION DE IDENTIDAD,2016-01-20,SI,HOMBRE,63,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-20,SI,HOMBRE,76,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-20,SI,HOMBRE,43,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-20,SI,HOMBRE,26,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-20,SI,HOMBRE,39,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-20,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-20,SI,HOMBRE,37,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-20,SI,HOMBRE,37,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-20,SI,HOMBRE,33,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-20,SI,MUJER,38,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-20,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-20,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-20,SI,HOMBRE,39,FRANCIA
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-20,SI,HOMBRE,23,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-20,SI,MUJER,25,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-20,SI,MUJER,30,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-20,SI,HOMBRE,43,ECUADOR
ZONA 9,DMQ,QUITO,ROBO DOMICILIO,2016-01-20,SI,HOMBRE,35,COLOMBIA
ZONA 9,DMQ,QUITO,ROBO DOMICILIO,2016-01-20,SI,MUJER,22,COLOMBIA
ZONA 9,DMQ,QUITO,ROBO DOMICILIO,2016-01-20,SI,HOMBRE,28,COLOMBIA
ZONA 9,DMQ,QUITO,VARIOS,2016-01-20,SI,MUJER,26,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-21,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-21,SI,HOMBRE,33,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-21,SI,HOMBRE,33,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A INSTITUCIONES EDUCATIVAS,2016-01-21,SI,HOMBRE,33,COLOMBIA
ZONA 9,DMQ,QUITO,EXTORSION,2016-01-21,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,TRAFICO/TENENCIA DE MONEDA FALSA,2016-01-21,SI,HOMBRE,33,ECUADOR
ZONA 9,DMQ,QUITO,COHECHO,2016-01-21,NO,HOMBRE,41,ECUADOR
ZONA 9,DMQ,QUITO,COHECHO,2016-01-21,NO,MUJER,48,ECUADOR
ZONA 9,DMQ,QUITO,COHECHO,2016-01-21,NO,HOMBRE,39,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-21,SI,MUJER,22,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A INSTITUCIONES PUBLICAS,2016-01-21,SI,HOMBRE,23,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-21,NO,HOMBRE,46,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-21,SI,HOMBRE,30,CUBA
ZONA 9,DMQ,QUITO,VARIOS,2016-01-21,SI,MUJER,38,HAITI
ZONA 9,DMQ,QUITO,VARIOS,2016-01-21,SI,MUJER,28,CUBA
ZONA 9,DMQ,QUITO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-01-22,SI,HOMBRE,24,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-22,SI,HOMBRE,21,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-22,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-22,SI,HOMBRE,23,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-22,SI,HOMBRE,27,COLOMBIA
ZONA 9,DMQ,QUITO,USURPACION FUNCIONES/SUPLANTACION DE IDENTIDAD,2016-01-22,SI,HOMBRE,24,ECUADOR
ZONA 9,DMQ,QUITO,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-01-22,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-01-22,SI,HOMBRE,42,ECUADOR
ZONA 9,DMQ,QUITO,RECEPTACION,2016-01-22,SI,MUJER,35,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-22,SI,MUJER,35,ECUADOR
ZONA 9,DMQ,QUITO,ABUSO DE CONFIANZA,2016-01-22,SI,HOMBRE,59,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-22,SI,HOMBRE,26,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A MOTOS,2016-01-23,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-01-23,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-23,SI,HOMBRE,30,ECUADOR
ZONA 9,DMQ,QUITO,ASESINATO,2016-01-23,SI,HOMBRE,31,ECUADOR
ZONA 9,DMQ,QUITO,ASESINATO,2016-01-23,SI,HOMBRE,38,ECUADOR
ZONA 9,DMQ,QUITO,ESTAFA,2016-01-23,SI,MUJER,34,ECUADOR
ZONA 9,DMQ,QUITO,ESTAFA,2016-01-23,SI,MUJER,44,ECUADOR
ZONA 9,DMQ,QUITO,ESTAFA,2016-01-23,SI,HOMBRE,50,ECUADOR
ZONA 9,DMQ,QUITO,ESTAFA,2016-01-23,SI,MUJER,35,ECUADOR
ZONA 9,DMQ,QUITO,ESTAFA,2016-01-23,SI,HOMBRE,33,ECUADOR
ZONA 9,DMQ,QUITO,ESTAFA,2016-01-23,SI,HOMBRE,38,ECUADOR
ZONA 9,DMQ,QUITO,ESTAFA,2016-01-23,SI,MUJER,33,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-23,SI,HOMBRE,28,ECUADOR
ZONA 9,DMQ,QUITO,ESTAFA,2016-01-23,SI,MUJER,25,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-23,SI,HOMBRE,32,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-23,NO,HOMBRE,41,ECUADOR
ZONA 9,DMQ,QUITO,USURPACION FUNCIONES/SUPLANTACION DE IDENTIDAD,2016-01-23,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-23,SI,HOMBRE,40,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-23,SI,HOMBRE,28,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-23,SI,HOMBRE,19,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A UNIDADES ECONOMICAS,2016-01-23,SI,HOMBRE,19,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-01-23,SI,HOMBRE,23,COLOMBIA
ZONA 9,DMQ,QUITO,VARIOS,2016-01-23,SI,HOMBRE,37,ECUADOR
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-23,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-23,SI,HOMBRE,30,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-23,SI,HOMBRE,28,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-23,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-24,SI,HOMBRE,31,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-24,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-24,SI,HOMBRE,25,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-24,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-24,SI,HOMBRE,26,ECUADOR
ZONA 9,DMQ,QUITO,VIOLACION,2016-01-24,SI,HOMBRE,45,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A INSTITUCIONES DE SALUD,2016-01-24,SI,HOMBRE,42,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A CARROS,2016-01-24,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,ASESINATO,2016-01-24,SI,MUJER,20,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-24,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,HOMICIDIO,2016-01-24,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-24,SI,MUJER,29,ECUADOR
ZONA 9,DMQ,QUITO,HURTO,2016-01-24,SI,MUJER,21,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-24,SI,HOMBRE,24,COLOMBIA
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-24,SI,HOMBRE,25,COLOMBIA
ZONA 9,DMQ,QUITO,REBELION Y ATENTADO,2016-01-24,SI,HOMBRE,46,ECUADOR
ZONA 5,GUAYAS,DAULE,VARIOS,2016-01-24,NO,HOMBRE,55,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-01-24,SI,HOMBRE,35,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-24,SI,HOMBRE,27,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-24,SI,HOMBRE,26,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-01-24,SI,HOMBRE,27,ECUADOR
ZONA 9,DMQ,QUITO,ACOSO SEXUAL,2016-01-24,SI,HOMBRE,40,ECUADOR
