Tipo Muert.,Zona,Subzona,Area del Hecho,Lugar,Fecha Infraccion,Tipo Arma,Presunta Motivacion Observacion,Sexo,Estado Civil,Nacionalidad,Instruccion
ASESINATO,ZONA 3,COTOPAXI,RURAL,CASA/VILLA,2016-01-06,PRENDA TEXTIL,ROBO A DOMICILIOS,MUJER,DIVORCIADO,ECUADOR,PRIMARIA
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-07,REVOLVER            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 6,AZUAY,URBANO,CASA/VILLA,2016-01-08,CUCHILLO            ,RIÑAS,HOMBRE,DIVORCIADO,ECUADOR,BACHILLERATO
FEMICIDIO,ZONA 5,GUAYAS,RURAL,FINCA,2016-01-08,CUCHILLO            ,LITIGIO DE BIENES,MUJER,CASADO,EL SALVADOR,INICIAL
HOMICIDIO,ZONA 6,CAÑAR,URBANO,TERRENO BALDIO,2016-01-07,NINGUNA,RIÑAS,HOMBRE,CASADO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,GUAYAS,URBANO,VIA PUBLICA,2016-01-08,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,OTROS LOCALES COMERCIALES,2016-01-09,REVOLVER            ,ROBO A UNIDADES ECONÓMICAS,HOMBRE,CASADO,ECUADOR,PRIMARIA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-10,PISTOLA             ,SENTIMENTAL,HOMBRE,EN UNION DE HECHO,ECUADOR,BASICA
ASESINATO,ZONA 2,PICHINCHA,RURAL,FINCA,2016-01-09,CUERDA,VIOLACION FAMILIAR DIRECTO (PERSONA CONOCIDA),MUJER,SOLTERO,ECUADOR,SECUNDARIA
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2016-01-10,CUCHILLO            ,ROBO A PERSONAS,HOMBRE,CASADO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-10,REVOLVER            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,LOS RIOS,RURAL,FINCA,2016-01-09,MACHETE             ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,URBANO,VIA PUBLICA,2016-01-10,TIJERAS,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 4,MANABI,RURAL,VIA PUBLICA,2016-01-10,MACHETE             ,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-12,NINGUNA,ROBO DE MOTOS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 7,LOJA,RURAL,VIA PUBLICA,2016-01-12,REVOLVER            ,ROBO EN EJES VIALES O CARRETERAS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,BOLIVAR,RURAL,HACIENDAS,2016-01-12,REVOLVER            ,ACTOS DE ODIO,HOMBRE,CASADO,ECUADOR,PRIMARIA
SICARIATO,ZONA 5,GUAYAS,URBANO,VIA PUBLICA,2016-01-12,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),MUJER,EN UNION DE HECHO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,RURAL,VIA PUBLICA,2016-01-13,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,TERRENO BALDIO,2016-01-14,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-15,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,CASADO,ECUADOR,BACHILLERATO
FEMICIDIO,ZONA 6,CAÑAR,URBANO,CASA/VILLA,2016-01-15,REVOLVER            ,SENTIMENTAL,MUJER,CASADO,ECUADOR,BASICA
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2016-01-16,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
FEMICIDIO,ZONA 3,TUNGURAHUA,RURAL,QUEBRADAS,2016-01-13,OTRO,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 7,EL ORO,RURAL,HOTELES,2016-01-14,REVOLVER            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 3,COTOPAXI,URBANO,CASA/VILLA,2016-01-17,CUCHILLO            ,RIÑAS,HOMBRE,CASADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 1,SUCUMBIOS,RURAL,TERRENO BALDIO,2016-01-15,PISTOLA             ,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,SECUNDARIA
HOMICIDIO,ZONA 6,CAÑAR,URBANO,CASA/VILLA,2016-01-15,REVOLVER            ,SENTIMENTAL,HOMBRE,CASADO,ECUADOR,BASICA
ASESINATO,ZONA 1,SUCUMBIOS,RURAL,BOSQUE Y RESERVAS ECOLOGICAS,2016-01-15,CUCHILLO            ,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
HOMICIDIO,ZONA 5,LOS RIOS,URBANO,VIA PUBLICA,2016-01-18,CUCHILLO            ,RIÑAS,HOMBRE,CASADO,ECUADOR,PRIMARIA
ASESINATO,ZONA 7,EL ORO,URBANO,CASA/VILLA,2016-01-18,REVOLVER            ,RIÑAS,HOMBRE,CASADO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,GUAYAS,URBANO,VIA PUBLICA,2016-01-18,PISTOLA             ,AMENAZA,HOMBRE,EN UNION DE HECHO,ECUADOR,PRIMARIA
FEMICIDIO,ZONA 7,LOJA,RURAL,RIO,2016-01-11,NINGUNA,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 1,ESMERALDAS,RURAL,VIA PUBLICA,2016-01-21,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 1,ESMERALDAS,URBANO,MAR,2016-01-20,NINGUNA,ROBO DE CARROS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 3,CHIMBORAZO,RURAL,CASA/VILLA,2016-01-22,SOGA,SENTIMENTAL,MUJER,CASADO,ECUADOR,BASICA
HOMICIDIO,ZONA 1,ESMERALDAS,RURAL,PUERTOS,2016-01-23,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-22,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2016-01-23,CUCHILLO            ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-22,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-23,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 1,SUCUMBIOS,RURAL,VIA PUBLICA,2016-01-24,CUCHILLO            ,ROBO DE MOTOS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2016-01-23,REVOLVER            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2016-01-23,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-23,PISTOLA             ,RIÑAS,HOMBRE,CASADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2016-01-24,REVOLVER            ,ROBO A PERSONAS,MUJER,VIUDO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-24,PISTOLA             ,ROBO DE MOTOS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2016-01-23,PICA HIELO,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-23,PISTOLA             ,DEUDAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-23,PISTOLA             ,DEUDAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,GUAYAS,RURAL,VIA PUBLICA,2016-01-24,ROCA,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,INICIAL
ASESINATO,ZONA 3,COTOPAXI,RURAL,VIA PUBLICA,2016-01-24,CUCHILLO            ,RIÑAS,HOMBRE,DIVORCIADO,ECUADOR,BASICA
ASESINATO,ZONA 5,LOS RIOS,URBANO,VIA PUBLICA,2016-01-24,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,LOS RIOS,URBANO,VIA PUBLICA,2016-01-24,REVOLVER            ,AMENAZA,HOMBRE,CASADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,URBANO,VIA PUBLICA,2016-01-24,CUCHILLO            ,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 2,ORELLANA,RURAL,VIA PUBLICA,2016-01-25,PALO,RIÑAS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,LOS RIOS,RURAL,VIA PUBLICA,2016-01-24,REVOLVER            ,DEFENSA PROPIA,HOMBRE,CASADO,ECUADOR,PRIMARIA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2016-01-25,OBJETO CONTUSO,MALTRATO,MUJER,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,RIO,2016-01-25,CUCHILLO            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 3,COTOPAXI,URBANO,CASA/VILLA,2016-01-24,CUCHILLO            ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,SECUNDARIA
HOMICIDIO,ZONA 5,LOS RIOS,URBANO,VIA PUBLICA,2016-01-29,REVOLVER            ,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 1,ESMERALDAS,URBANO,VIA PUBLICA,2016-01-31,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 7,EL ORO,RURAL,CASA/VILLA,2016-01-29,CUCHILLO            ,ROBO A DOMICILIOS,HOMBRE,SOLTERO,ECUADOR,
HOMICIDIO,ZONA 6,AZUAY,URBANO,CASA/VILLA,2016-01-30,CUCHILLO            ,SENTIMENTAL,HOMBRE,DIVORCIADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,SANTA ELENA,URBANO,SALA DE JUEGOS,2016-01-31,REVOLVER            ,ACTOS DE ODIO,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 1,ESMERALDAS,URBANO,BARES,2016-01-31,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 1,IMBABURA,RURAL,VIA PUBLICA,2016-01-31,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 3,COTOPAXI,URBANO,VIA PUBLICA,2016-01-31,DAGA,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 5,LOS RIOS,URBANO,VIA PUBLICA,2016-02-01,PISTOLA             ,ROBO A PERSONAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,GUAYAS,URBANO,PARQUES Y PLAZAS,2016-01-31,REVOLVER            ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,CASADO,ECUADOR,BASICA
ASESINATO,ZONA 5,GUAYAS,URBANO,CEMENTERIOS,2016-01-31,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 1,ESMERALDAS,RURAL,HACIENDAS,2016-02-02,NINGUNA,ROBO DE CARROS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
FEMICIDIO,ZONA 5,LOS RIOS,RURAL,CASA/VILLA,2016-02-03,MACHETE             ,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 1,ESMERALDAS,RURAL,CASA/VILLA,2016-02-04,CUCHILLO            ,ACTOS DE ODIO,MUJER,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 7,LOJA,RURAL,CASA/VILLA,2016-02-04,NINGUNA,ROBO A DOMICILIOS,MUJER,CASADO,ECUADOR,NINGUNA
ASESINATO,ZONA 5,BOLIVAR,URBANO,VIA PUBLICA,2016-02-04,NINGUNA,MALTRATO,MUJER,SOLTERO,ECUADOR,NINGUNA
FEMICIDIO,ZONA 2,PICHINCHA,URBANO,CASA/VILLA,2016-02-05,CUCHILLO            ,SENTIMENTAL,MUJER,CASADO,ECUADOR,BASICA
ASESINATO,ZONA 2,PICHINCHA,URBANO,CASA/VILLA,2016-02-05,NINGUNA,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 2,PICHINCHA,URBANO,CASA/VILLA,2016-02-05,NINGUNA,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2016-02-06,CUCHILLO            ,EMOCIONAL,HOMBRE,SOLTERO,ECUADOR,SUPERIOR
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2016-02-05,NINGUNA,LINCHAMIENTO,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-02-05,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,BASICA
FEMICIDIO,ZONA 5,GUAYAS,URBANO,CASA/VILLA,2016-02-07,NINGUNA,SENTIMENTAL,MUJER,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 7,EL ORO,RURAL,NIGHT CLUBS,2016-02-07,PISTOLA             ,ROBO A PERSONAS,HOMBRE,EN UNION DE HECHO,ECUADOR,NINGUNA
HOMICIDIO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2016-02-07,PRENDA TEXTIL,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 7,EL ORO,RURAL,HACIENDAS,2016-02-07,CARTUCHERA          ,EMOCIONAL,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
HOMICIDIO,ZONA 7,EL ORO,RURAL,CASA/VILLA,2016-02-06,OBJETO CONTUSO,ROBO DE CARROS,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,GUAYAS,URBANO,VIA PUBLICA,2016-02-07,CORTO PUNZANTE,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 5,GUAYAS,URBANO,CASA/VILLA,2016-02-06,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 5,GUAYAS,URBANO,CASA/VILLA,2016-02-06,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
FEMICIDIO,ZONA 1,IMBABURA,RURAL,CASA/VILLA,2016-02-07,NINGUNA,VIOLACION FAMILIAR DIRECTO (PERSONA CONOCIDA),MUJER,VIUDO,ECUADOR,NINGUNA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2016-02-08,NINGUNA,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,DIVORCIADO,COLOMBIA,
ASESINATO,ZONA 9,D.M. QUITO,URBANO,CASA/VILLA,2016-02-08,NINGUNA,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),MUJER,CASADO,COLOMBIA,
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-01-11,REVOLVER            ,ROBO DE MOTOS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 7,EL ORO,RURAL,BOSQUE Y RESERVAS ECOLOGICAS,2016-02-07,REPETIDORA          ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 5,SANTA ELENA,RURAL,TERRENO BALDIO,2016-02-08,OBJETO CONTUSO,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 4,MANABI,RURAL,COVACHA/CHOZA,2016-02-09,PISTOLA             ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2016-02-06,CUCHILLO            ,SENTIMENTAL,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 6,AZUAY,URBANO,CASA/VILLA,2016-02-10,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 5,LOS RIOS,URBANO,QUINTAS,2016-02-10,ESCOPETA            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-02-10,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,INICIAL
ASESINATO,ZONA 2,PICHINCHA,URBANO,TERRENO BALDIO,2016-02-11,OBJETO CONTUSO,EMOCIONAL,MUJER,SOLTERO,ECUADOR,NINGUNA
ASESINATO,ZONA 1,ESMERALDAS,URBANO,VIA PUBLICA,2016-02-09,REVOLVER            ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 7,EL ORO,URBANO,VIA PUBLICA,2016-02-12,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
FEMICIDIO,ZONA 6,CAÑAR,RURAL,CASA/VILLA,2016-02-13,MACHETE             ,SENTIMENTAL,MUJER,EN UNION DE HECHO,ECUADOR,NINGUNA
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2016-02-14,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
HOMICIDIO,ZONA 1,CARCHI,URBANO,VIA PUBLICA,2016-02-14,PALO,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 5,GUAYAS,RURAL,FINCA,2016-02-06,NINGUNA,SECUESTRO,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,CASA/VILLA,2016-01-24,REVOLVER            ,ROBO A PERSONAS,MUJER,SOLTERO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 1,SUCUMBIOS,URBANO,FINCA,2016-02-15,CARTUCHERA          ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BASICA
ASESINATO,ZONA 1,ESMERALDAS,URBANO,CASA/VILLA,2016-02-16,CUCHILLO            ,MALTRATO,HOMBRE,SOLTERO,ECUADOR,PRIMARIA
ASESINATO,ZONA 3,COTOPAXI,URBANO,CENTROS DE REHABILITACION SOCIAL,2016-02-16,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
FEMICIDIO,ZONA 4,MANABI,RURAL,FINCA,2016-02-16,CUCHILLO            ,SENTIMENTAL,MUJER,EN UNION DE HECHO,ECUADOR,BASICA
ASESINATO,ZONA 5,LOS RIOS,URBANO,CASA/VILLA,2016-02-17,PISTOLA             ,SENTIMENTAL,HOMBRE,CASADO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 1,CARCHI,RURAL,CASA/VILLA,2016-02-16,OBJETO CONTUSO,EMOCIONAL,HOMBRE,SOLTERO,ECUADOR,
ASESINATO,ZONA 5,GUAYAS,RURAL,VIA PUBLICA,2016-02-18,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 1,CARCHI,URBANO,CASA/VILLA,2016-02-16,HOJA DE AFEITAR,EMOCIONAL,MUJER,NO DETERMINADO,COLOMBIA,
ASESINATO,ZONA 9,D.M. QUITO,URBANO,VIA PUBLICA,2016-02-10,OTRO,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ECUADOR,SECUNDARIA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,TERRENO BALDIO,2016-02-19,PISTOLA             ,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HOMBRE,SOLTERO,ESTADOS UNIDOS,
ASESINATO,ZONA 4,MANABI,RURAL,CASA/VILLA,2016-02-18,CUCHILLO            ,RIÑAS,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,URBANO,VIA PUBLICA,2016-02-19,CUCHILLO            ,RIÑAS,HOMBRE,CASADO,ECUADOR,BACHILLERATO
SICARIATO,ZONA 1,ESMERALDAS,URBANO,PARQUES Y PLAZAS,2016-02-19,PISTOLA             ,AMENAZA,HOMBRE,SOLTERO,ECUADOR,BACHILLERATO
